,"taxon.name","variable.units","variable.element","variable.context","taxon.group","ecological.group","alias","match"
"21186","cf. Primula","NISP","pollen","NA","Vascular plants","UPHE","cf. Primula",
"37892","cf. Primula","NISP","pollen","NA","Vascular plants","UPHE","NA",
"13653","cf. Rumex","NISP","pollen","NA","Vascular plants","UPHE","NA",
"31580","cf. Saxifraga","NISP","pollen","NA","Vascular plants","UPHE","NA",
"35957","cf. Saxifraga oppositifolia","NISP","pollen","NA","Vascular plants","UPHE","cf. Saxifraga oppositifolia",
"11981","cf. Saxifragaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40137","cf. Thalictrum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49961","cf. Thalictrum","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"31973","cf. Tidestromia","NISP","pollen","NA","Vascular plants","UPHE","cf. Tidestromia",
"37251","cf. Urtica","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1485","cf. Valeriana","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7852","cf. Verbascum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"39128","cf. Veronicastrum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40256","cf. Veronicastrum virginicum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"31577","cf. Xanthium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37066","Chamaenerion latifolium","NISP","pollen","NA","Vascular plants","UPHE","Chamaenerion latifolium",
"51587","Chamaenerion latifolium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"339","Chamaesyce","NISP","pollen","NA","Vascular plants","UPHE","NA",
"31974","Chamaesyce","NISP","pollen","NA","Vascular plants","UPHE","Chamaesyce",
"33478","Chamaesyce-type","NISP","pollen","NA","Vascular plants","UPHE","Chamaesyce-type",
"50527","Chamaesyce-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36170","Chenopodiaceae sensu stricto","NISP","pollen","NA","Vascular plants","UPHE","Chenopodiaceae sensu stricto",
"50829","Chenopodiaceae sensu stricto","NISP","pollen","NA","Vascular plants","UPHE","NA",
"13556","Chenopodium","NISP","pollen","NA","Vascular plants","UPHE","Chenopodium",
"41204","Chenopodium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"296","Chenopodium-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1171","Chenopodium-type","NISP","pollen","NA","Vascular plants","UPHE","Chenopodium-type",
"49742","Chrysosplenium","NISP","pollen","NA","Vascular plants","UPHE","Chrysosplenium",
"45761","Chrysosplenium-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3844","Cirsium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49733","Cirsium","NISP","pollen","NA","Vascular plants","UPHE","Cirsium",
"33548","Cirsium-type","NISP","pollen","NA","Vascular plants","UPHE","Cirsium-type",
"36136","Cirsium-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"6510","Cistaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4877","Comandra","NISP","pollen","NA","Vascular plants","UPHE","Comandra",
"46378","Comandra","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3341","Comarum palustre-type","NISP","pollen","NA","Vascular plants","UPHE","Comarum palustre-type",
"47318","Commelinaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37174","Convolvulus","NISP","pollen","NA","Vascular plants","UPHE","Convolvulus",
"21017","Coptis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"31568","Coptis trifolia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10164","Crassulaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37175","Crassulaceae","NISP","pollen","NA","Vascular plants","UPHE","Crassulaceae",
"31632","Cuscuta","NISP","pollen","NA","Vascular plants","UPHE","NA",
"59","Cyclachaena xanthiifolia","NISP","pollen","NA","Vascular plants","UPHE","Cyclachaena xanthiifolia",
"104","Cyclachaena xanthiifolia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"361","Cyclachaena xanthiifolia-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1205","Cyclachaena xanthiifolia-type","NISP","pollen","NA","Vascular plants","UPHE","Cyclachaena xanthiifolia-type",
"36","Cyperaceae","NISP","pollen","NA","Vascular plants","UPHE","Cyperaceae",
"73","Cyperaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17720","Cyperaceae","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"1582","Cyperaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Cyperaceae undiff.",
"19068","Cyperaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"197","Dalea","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1226","Dalea","NISP","pollen","NA","Vascular plants","UPHE","Dalea",
"1957","Dalea candida","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17505","Dalea candida","NISP","pollen","NA","Vascular plants","UPHE","Dalea candida",
"106","Dalea candida-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4796","Dalea candida-type","NISP","pollen","NA","Vascular plants","UPHE","Dalea candida-type",
"143","Dalea purpurea","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1674","Dalea purpurea","NISP","pollen","NA","Vascular plants","UPHE","Dalea purpurea",
"17539","Dalea purpurea-type","NISP","pollen","NA","Vascular plants","UPHE","Dalea purpurea-type",
"45977","Dalea purpurea-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1665","Dalea undiff.","NISP","pollen","NA","Vascular plants","UPHE","Dalea undiff.",
"26786","Dalea undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37157","Diapensia","NISP","pollen","NA","Vascular plants","UPHE","Diapensia",
"4206","Dicentra","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17732","Dicentra","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"29462","Dicentra","NISP","pollen","NA","Vascular plants","UPHE","Dicentra",
"10806","Dracocephalum-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"28799","Dracocephalum-type","NISP","pollen","NA","Vascular plants","UPHE","Dracocephalum-type",
"571","Dryas","NISP","pollen","NA","Vascular plants","UPHE","Dryas",
"808","Dryas","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17741","Dryas","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"88","Dryas-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"6863","Dryas-type","NISP","pollen","NA","Vascular plants","UPHE","Dryas-type",
"37633","Echinocystis lobata","NISP","pollen","NA","Vascular plants","UPHE","NA",
"42226","Eleocharis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"9161","Elymus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4742","Elymus-type","NISP","pollen","NA","Vascular plants","UPHE","Elymus-type",
"44023","Elymus-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"272","Epilobium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3941","Epilobium","NISP","pollen","NA","Vascular plants","UPHE","Epilobium",
"1788","Epilobium-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"13090","Epilobium-type","NISP","pollen","NA","Vascular plants","UPHE","Epilobium-type",
"4855","Eriogonum","NISP","pollen","NA","Vascular plants","UPHE","Eriogonum",
"13661","Eriogonum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"35834","Eupatorium","NISP","pollen","NA","Vascular plants","UPHE","Eupatorium",
"40824","Eupatorium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"24507","Eupatorium-type","NISP","pollen","NA","Vascular plants","UPHE","Eupatorium-type",
"207","Euphorbia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4816","Euphorbia","NISP","pollen","NA","Vascular plants","UPHE","Euphorbia",
"7844","Euphorbiaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"33900","Euphorbiaceae cf. Chamaesyce","NISP","pollen","NA","Vascular plants","UPHE","Euphorbiaceae cf. Chamaesyce",
"648","Fabaceae","NISP","pollen","NA","Vascular plants","UPHE","Fabaceae",
"778","Fabaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17747","Fabaceae","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"29109","Fabaceae cf. Melilotus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"19070","Fabaceae cf. Melilotus officinalis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36137","Fabaceae cf. Oxytropis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40261","Fabaceae cf. tribe Psoraleeae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"19101","Fabaceae cf. Trifolium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"40085","Fabaceae tribe Psoraleeae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"170","Fabaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"504","Fabaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Fabaceae undiff.",
"8073","Fagopyrum","NISP","pollen","NA","Vascular plants","UPHE","Fagopyrum",
"10916","Fagopyrum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"30463","Fallopia convolvulus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"31407","Fallopia convolvulus","NISP","pollen","NA","Vascular plants","UPHE","Fallopia convolvulus",
"1639","Fallopia convolvulus-type","NISP","pollen","NA","Vascular plants","UPHE","Fallopia convolvulus-type",
"31567","Fallopia scandens-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"6236","Filipendula","NISP","pollen","NA","Vascular plants","UPHE","NA",
"50541","Filipendula rubra","NISP","pollen","NA","Vascular plants","UPHE","NA",
"44006","Fragaria","NISP","pollen","NA","Vascular plants","UPHE","Fragaria",
"41","Galium","NISP","pollen","NA","Vascular plants","UPHE","Galium",
"203","Galium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49092","Galium aparine","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49085","Galium boreale","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36770","Galium-type","NISP","pollen","NA","Vascular plants","UPHE","Galium-type",
"4826","Gaura","NISP","pollen","NA","Vascular plants","UPHE","Gaura",
"10175","Gentiana","NISP","pollen","NA","Vascular plants","UPHE","NA",
"29313","Gentiana","NISP","pollen","NA","Vascular plants","UPHE","Gentiana",
"8131","Gentiana andrewsii-type","NISP","pollen","NA","Vascular plants","UPHE","Gentiana andrewsii-type",
"40806","Gentiana andrewsii-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"27316","Gentiana puberulenta-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37167","Gentiana-type","NISP","pollen","NA","Vascular plants","UPHE","Gentiana-type",
"1312","Gentianaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"27595","Gentianaceae","NISP","pollen","NA","Vascular plants","UPHE","Gentianaceae",
"42241","Geraniaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7810","Geranium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37176","Geranium","NISP","pollen","NA","Vascular plants","UPHE","Geranium",
"17736","Geum","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"29132","Geum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"37162","Geum","NISP","pollen","NA","Vascular plants","UPHE","Geum",
"1055","Geum-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"23836","Glaux maritima","NISP","pollen","NA","Vascular plants","UPHE","Glaux maritima",
"4872","Hedysarum","NISP","pollen","NA","Vascular plants","UPHE","Hedysarum",
"10810","Hedysarum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"17725","Helianthemum","NISP digitized","pollen","NA","Vascular plants","UPHE","NA",
"18554","Helianthemum","NISP","pollen","NA","Vascular plants","UPHE","Helianthemum",
"44537","Helianthus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"44955","Helianthus","NISP","pollen","NA","Vascular plants","UPHE","Helianthus",
"4762","Heliotropium","NISP","pollen","NA","Vascular plants","UPHE","Heliotropium",
"50688","Houstonia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"11","Humulus","NISP","pollen","NA","Vascular plants","UPHE","Humulus",
"148","Humulus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"333","Humulus lupulus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"32020","Humulus lupulus","NISP","pollen","NA","Vascular plants","UPHE","Humulus lupulus",
"1559","Humulus-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"4763","Humulus-type","NISP","pollen","NA","Vascular plants","UPHE","Humulus-type",
"30170","Humulus/Cannabis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"33487","Humulus/Cannabis","NISP","pollen","NA","Vascular plants","UPHE","Humulus/Cannabis",
"1207","Humulus/Cannabis sativa","NISP","pollen","NA","Vascular plants","UPHE","Humulus/Cannabis sativa",
"1740","Humulus/Cannabis sativa","NISP","pollen","NA","Vascular plants","UPHE","NA",
"8110","Hydrophyllum","NISP","pollen","NA","Vascular plants","UPHE","Hydrophyllum",
"13004","Hydrophyllum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10800","Hydrophyllum cf. H. virginianum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"26100","Hydrophyllum virginianum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3329","Hypericum","NISP","pollen","NA","Vascular plants","UPHE","Hypericum",
"10171","Hypericum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"36930","Hypericum-type","NISP","pollen","NA","Vascular plants","UPHE","Hypericum-type",
"8108","Hypoxis","NISP","pollen","NA","Vascular plants","UPHE","Hypoxis",
"34826","Hypoxis hirsuta","NISP","pollen","NA","Vascular plants","UPHE","NA",
"963","Impatiens","NISP","pollen","NA","Vascular plants","UPHE","Impatiens",
"1727","Impatiens","NISP","pollen","NA","Vascular plants","UPHE","NA",
"15351","Impatiens capensis","NISP","pollen","NA","Vascular plants","UPHE","Impatiens capensis",
"18263","Impatiens capensis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"35967","Ipomoea","NISP","pollen","NA","Vascular plants","UPHE","Ipomoea",
"6592","Iridaceae","NISP","pollen","NA","Vascular plants","UPHE","Iridaceae",
"42345","Iridaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"7834","Iris","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49726","Iris","NISP","pollen","NA","Vascular plants","UPHE","Iris",
"46947","Iris versicolor","NISP","pollen","NA","Vascular plants","UPHE","Iris versicolor",
"6079","Iva","NISP","pollen","NA","Vascular plants","UPHE","NA",
"8264","Iva","NISP","pollen","NA","Vascular plants","UPHE","Iva",
"53","Iva annua","NISP","pollen","NA","Vascular plants","UPHE","Iva annua",
"130","Iva annua","NISP","pollen","NA","Vascular plants","UPHE","NA",
"304","Iva annua-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1180","Iva annua-type","NISP","pollen","NA","Vascular plants","UPHE","Iva annua-type",
"9118","Iva undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"20505","Iva undiff.","NISP","pollen","NA","Vascular plants","UPHE","Iva undiff.",
"21259","Iva-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"10593","Juncaceae","NISP","pollen","NA","Vascular plants","UPHE","Juncaceae",
"48699","Knautia","NISP","pollen","NA","Vascular plants","UPHE","Knautia",
"566","Koenigia islandica","NISP","pollen","NA","Vascular plants","UPHE","Koenigia islandica",
"13010","Koenigia islandica","NISP","pollen","NA","Vascular plants","UPHE","NA",
"807","Lamiaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"2444","Lamiaceae","NISP","pollen","NA","Vascular plants","UPHE","Lamiaceae",
"11975","Lamiaceae cf. Stachys","NISP","pollen","NA","Vascular plants","UPHE","NA",
"9291","Lamiaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Lamiaceae undiff.",
"28571","Lamiaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"14376","Laportea","NISP","pollen","NA","Vascular plants","UPHE","NA",
"308","Laportea-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1632","Laportea-type","NISP","pollen","NA","Vascular plants","UPHE","Laportea-type",
"40087","Lathyrus-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"279","Liliaceae","NISP","pollen","NA","Vascular plants","UPHE","NA",
"544","Liliaceae","NISP","pollen","NA","Vascular plants","UPHE","Liliaceae",
"17511","Liliaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","Liliaceae undiff.",
"42227","Liliaceae undiff.","NISP","pollen","NA","Vascular plants","UPHE","NA",
"27315","Lilium","NISP","pollen","NA","Vascular plants","UPHE","NA",
"50556","Lilium philadelphicum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"27950","Lilium philadelphicum-type","NISP","pollen","NA","Vascular plants","UPHE","Lilium philadelphicum-type",
"37150","Linaceae","NISP","pollen","NA","Vascular plants","UPHE","Linaceae",
"45744","Linaria","NISP","pollen","NA","Vascular plants","UPHE","NA",
"8508","Linnaea borealis","NISP","pollen","NA","Vascular plants","UPHE","Linnaea borealis",
"13302","Linnaea borealis","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49541","Linum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"38950","Linum cf. L. usitatissimum","NISP","pollen","NA","Vascular plants","UPHE","NA",
"49728","Listera","NISP","pollen","NA","Vascular plants","UPHE","Listera",
"9437","Littorella","NISP","pollen","NA","Vascular plants","UPHE","Littorella",
"9356","Lobelia-type","NISP","pollen","NA","Vascular plants","UPHE","Lobelia-type",
"50559","Lotus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"3533","Lycopus","NISP","pollen","NA","Vascular plants","UPHE","NA",
"16421","Lycopus","NISP","pollen","NA","Vascular plants","UPHE","Lycopus",
"342","Lycopus-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"1612","Lycopus-type","NISP","pollen","NA","Vascular plants","UPHE","Lycopus-type",
"5316","Lysimachia","NISP","pollen","NA","Vascular plants","UPHE","Lysimachia",
"46031","Lysimachia","NISP","pollen","NA","Vascular plants","UPHE","NA",
"34829","Lysimachia ciliata-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
"27965","Lysimachia quadriflora-type","NISP","pollen","NA","Vascular plants","UPHE","Lysimachia quadriflora-type",
"50563","Lysimachia quadriflora-type","NISP","pollen","NA","Vascular plants","UPHE","NA",
